order_id,order_date,user_id,partner_id,ordered_product_skus,currency,basket_total,profit,referrer
147,2022-02-17 23:31:13,208,3,[9],USD,60,3.5999999999999996,facebook
148,2022-02-18 00:42:31,109,1,"[10, 16]",USD,160,28.799999999999997,instagram
149,2022-02-20 03:56:29,271,1,[3],USD,130,23.4,twitter
150,2022-02-21 04:26:36,42,3,[37],USD,30,1.7999999999999998,instagram
151,2022-02-21 12:03:26,138,4,[1],USD,225,49.5,twitter
152,2022-02-21 15:06:41,279,4,"[22, 22, 1, 24, 24]",USD,573,126.06,direct
153,2022-02-24 20:05:06,158,4,[36],USD,30,6.6,ppc
154,2022-02-24 23:20:02,55,4,[39],USD,15,3.3,ppc
155,2022-02-26 06:41:52,242,3,[12],USD,4,0.24,ppc
156,2022-02-26 09:19:56,323,3,"[22, 31]",USD,100,6.0,instagram
157,2022-02-27 06:03:34,190,3,[20],USD,17,1.02,facebook
158,2022-02-27 21:10:29,108,4,"[10, 7, 4]",USD,165,36.3,ppc
159,2022-02-28 01:46:44,59,3,[19],USD,3,0.18,organic
160,2022-03-01 10:55:09,281,5,"[4, 12, 40]",USD,58,4.64,instagram
161,2022-03-01 23:17:40,286,3,[9],USD,60,3.5999999999999996,ppc
162,2022-03-04 02:06:05,282,4,"[9, 40]",USD,84,18.48,instagram
163,2022-03-04 17:59:45,266,4,[7],USD,95,20.9,instagram
164,2022-03-06 19:18:33,124,3,[12],USD,4,0.24,instagram
165,2022-03-08 01:02:20,394,4,[7],USD,95,20.9,instagram
166,2022-03-09 06:28:26,41,4,"[9, 27, 11, 16, 36]",USD,345,75.9,instagram
167,2022-03-10 17:14:30,379,4,"[36, 4]",USD,60,13.2,organic
168,2022-03-11 07:53:23,221,3,[23],USD,85,5.1,facebook
169,2022-03-12 19:06:52,282,4,[7],USD,95,20.9,instagram
170,2022-03-14 11:41:43,121,1,"[16, 22]",USD,195,35.1,ppc
171,2022-03-14 18:35:22,133,5,[19],USD,3,0.24,ppc
172,2022-03-16 01:59:01,423,3,"[3, 33, 27, 34, 27]",USD,300,18.0,direct
173,2022-03-16 15:50:45,28,4,"[10, 7]",USD,135,29.7,organic
174,2022-03-18 12:56:59,254,1,"[21, 9]",USD,114,20.52,organic
175,2022-03-18 14:10:55,477,3,[8],USD,25,1.5,ppc
176,2022-03-18 15:06:18,378,3,"[9, 14]",USD,510,30.599999999999998,ppc
177,2022-03-18 16:51:17,427,4,[29],USD,30,6.6,ppc
178,2022-03-19 12:57:05,344,3,"[6, 27, 24]",USD,169,10.139999999999999,facebook
179,2022-03-20 09:56:09,416,5,"[18, 32]",USD,118,9.44,ppc
180,2022-03-20 18:57:17,415,5,[8],USD,25,2.0,instagram
181,2022-03-21 05:09:35,160,3,"[18, 6]",USD,8,0.48,instagram
182,2022-03-22 08:16:17,488,5,"[16, 26]",USD,270,21.6,twitter
183,2022-03-22 13:17:47,209,4,"[10, 8]",USD,65,14.3,instagram
184,2022-03-22 14:12:38,479,1,"[16, 27]",USD,185,33.3,facebook
185,2022-03-23 19:46:14,332,1,"[1, 31, 7]",USD,345,62.099999999999994,instagram
186,2022-03-24 01:53:39,325,4,"[4, 10]",USD,70,15.4,instagram
187,2022-03-24 02:01:45,477,5,[14],USD,450,36.0,organic
188,2022-03-26 06:07:57,30,3,"[28, 7, 17, 8]",USD,198,11.879999999999999,ppc
189,2022-03-26 23:45:15,525,4,"[13, 8, 38]",USD,54,11.88,instagram
190,2022-03-27 03:05:36,534,1,"[12, 10]",USD,44,7.92,instagram
191,2022-03-28 06:42:17,170,2,"[37, 8]",USD,55,7.700000000000001,instagram
192,2022-03-29 07:13:13,162,4,"[29, 38, 17]",USD,58,12.76,instagram
193,2022-03-30 18:19:17,11,3,"[24, 8]",USD,124,7.4399999999999995,facebook
194,2022-03-31 04:41:38,7,5,[39],USD,15,1.2,ppc
195,2022-03-31 21:39:48,47,5,[31],USD,25,2.0,instagram
196,2022-03-31 23:35:37,566,4,"[1, 38, 4]",USD,280,61.6,facebook
197,2022-04-01 02:27:27,219,4,"[36, 8]",USD,55,12.1,twitter
198,2022-04-01 06:47:09,575,3,"[35, 17, 21]",USD,77,4.62,organic
199,2022-04-01 21:48:27,474,2,[31],USD,25,3.5000000000000004,instagram
200,2022-04-01 21:54:27,323,3,"[24, 10, 31, 7]",USD,259,15.54,ppc
201,2022-04-02 08:34:24,102,5,[1],USD,225,18.0,instagram
202,2022-04-02 08:55:20,169,3,[18],USD,3,0.18,organic
203,2022-04-02 13:10:46,477,1,"[19, 7]",USD,98,17.64,ppc
204,2022-04-02 13:22:06,131,3,"[8, 19, 1]",USD,253,15.18,organic
205,2022-04-03 13:22:51,536,3,"[38, 16, 4]",USD,175,10.5,instagram
206,2022-04-04 00:32:00,248,4,[40],USD,24,5.28,ppc
207,2022-04-04 16:30:25,558,1,"[23, 1]",USD,310,55.8,ppc
208,2022-04-05 13:58:59,165,4,"[2, 4]",USD,280,61.6,facebook
209,2022-04-06 06:04:41,498,4,"[10, 31]",USD,65,14.3,instagram
210,2022-04-06 12:10:16,475,5,"[24, 38]",USD,124,9.92,instagram
211,2022-04-06 20:10:32,322,4,"[14, 20, 6]",USD,472,103.84,facebook
212,2022-04-07 06:54:03,416,4,"[34, 7, 1]",USD,340,74.8,organic
213,2022-04-07 22:24:56,450,4,"[8, 32, 24]",USD,239,52.58,ppc
214,2022-04-08 22:23:50,64,3,"[10, 24, 7, 5]",USD,284,17.04,facebook
215,2022-04-09 06:28:54,194,3,"[10, 38]",USD,65,3.9,instagram
216,2022-04-10 02:12:15,264,4,"[19, 27]",USD,68,14.96,instagram
217,2022-04-10 04:17:49,221,5,"[38, 12, 35, 35]",USD,69,5.5200000000000005,instagram
218,2022-04-10 05:12:01,454,4,[38],USD,25,5.5,instagram
219,2022-04-10 07:30:41,637,4,"[12, 27]",USD,69,15.18,ppc
220,2022-04-10 14:01:48,398,4,"[31, 22]",USD,100,22.0,organic
221,2022-04-10 16:34:14,352,4,"[10, 14, 10]",USD,530,116.6,ppc
222,2022-04-11 11:25:52,62,3,"[18, 16, 10]",USD,163,9.78,direct
223,2022-04-12 00:32:07,466,3,[31],USD,25,1.5,instagram
224,2022-04-12 04:00:58,259,5,"[6, 31, 37]",USD,60,4.8,twitter
225,2022-04-12 12:24:53,658,4,[8],USD,25,5.5,twitter
226,2022-04-12 13:25:01,343,3,[7],USD,95,5.7,facebook
227,2022-04-13 10:57:52,294,3,"[30, 11, 7, 8]",USD,196,11.76,direct
228,2022-04-14 05:56:45,27,3,"[4, 12, 1, 31]",USD,284,17.04,organic
229,2022-04-14 23:37:53,179,4,"[7, 22, 8, 13]",USD,199,43.78,organic
230,2022-04-15 11:23:44,229,4,"[8, 37]",USD,55,12.1,ppc
231,2022-04-15 20:09:02,53,1,"[31, 38, 9]",USD,110,19.8,organic
232,2022-04-17 03:08:49,547,4,[26],USD,150,33.0,organic
233,2022-04-17 11:40:00,710,4,"[34, 20]",USD,37,8.14,instagram
234,2022-04-18 01:17:37,118,4,[34],USD,20,4.4,organic
235,2022-04-18 05:15:33,689,4,[29],USD,30,6.6,ppc
236,2022-04-18 06:17:22,348,3,[23],USD,85,5.1,organic
237,2022-04-18 08:47:14,651,4,[16],USD,120,26.4,facebook
238,2022-04-18 09:53:35,338,3,"[5, 5, 8, 25]",USD,204,12.24,instagram
239,2022-04-18 13:34:33,467,3,"[5, 38]",USD,75,4.5,instagram
240,2022-04-18 16:13:37,59,5,"[19, 27]",USD,68,5.44,instagram
241,2022-04-19 16:27:01,677,3,[31],USD,25,1.5,instagram
242,2022-04-19 19:32:47,471,4,"[14, 9]",USD,510,112.2,facebook
243,2022-04-20 00:04:55,726,1,[20],USD,17,3.06,instagram
244,2022-04-20 02:59:00,213,4,[26],USD,150,33.0,facebook
245,2022-04-20 07:56:50,488,1,"[32, 16]",USD,235,42.3,direct
246,2022-04-20 10:15:18,460,3,"[16, 17, 37, 27]",USD,218,13.08,instagram
247,2022-04-20 16:23:22,682,3,[9],USD,60,3.5999999999999996,facebook
248,2022-04-21 00:34:19,367,4,[10],USD,40,8.8,instagram
249,2022-04-21 01:54:21,454,3,"[9, 8]",USD,85,5.1,direct
250,2022-04-21 03:40:42,12,5,[10],USD,40,3.2,facebook
251,2022-04-21 05:08:27,343,3,[10],USD,40,2.4,facebook
252,2022-04-21 06:03:31,21,2,"[35, 31, 10, 27]",USD,150,21.000000000000004,ppc
253,2022-04-21 13:07:30,298,3,[27],USD,65,3.9,facebook
254,2022-04-21 19:25:51,138,3,[17],USD,3,0.18,direct
255,2022-04-21 20:18:14,731,5,"[4, 2, 32]",USD,395,31.6,facebook
256,2022-04-22 12:02:31,283,4,"[27, 17, 24, 29]",USD,197,43.34,instagram
257,2022-04-22 14:19:33,75,4,"[8, 31, 9, 1]",USD,335,73.7,instagram
258,2022-04-22 15:36:08,367,4,[7],USD,95,20.9,ppc
259,2022-04-22 16:39:52,285,3,"[22, 24, 40]",USD,198,11.879999999999999,ppc
260,2022-04-22 20:39:13,375,3,"[9, 39, 10]",USD,115,6.8999999999999995,ppc
261,2022-04-23 04:09:21,724,1,"[17, 15, 18]",USD,86,15.479999999999999,instagram
262,2022-04-23 07:07:11,528,4,"[7, 9, 31, 5, 19]",USD,233,51.26,twitter
263,2022-04-23 08:37:41,181,3,"[33, 9]",USD,80,4.8,ppc
264,2022-04-23 10:24:09,120,4,"[16, 33]",USD,140,30.8,instagram
265,2022-04-23 19:14:56,20,5,"[7, 32]",USD,210,16.8,instagram
266,2022-04-23 22:41:19,649,1,"[21, 38, 38, 7]",USD,199,35.82,facebook
267,2022-04-23 23:09:14,63,1,"[7, 38, 10, 24, 25]",USD,338,60.839999999999996,instagram
268,2022-04-24 01:06:16,115,4,"[7, 40]",USD,119,26.18,facebook
269,2022-04-24 02:15:06,359,2,"[15, 36, 11, 23, 17]",USD,268,37.52,ppc
270,2022-04-24 03:41:38,434,4,"[26, 6, 40]",USD,179,39.38,facebook
271,2022-04-24 04:14:26,55,5,[4],USD,30,2.4,facebook
272,2022-04-24 07:03:39,356,3,"[4, 1, 9]",USD,315,18.9,ppc
273,2022-04-24 10:09:06,311,3,"[20, 2]",USD,267,16.02,facebook
274,2022-04-24 13:21:51,97,5,"[17, 31]",USD,28,2.24,facebook
275,2022-04-24 13:41:47,83,5,[3],USD,130,10.4,ppc
276,2022-04-24 14:45:59,167,3,"[8, 37]",USD,55,3.3,organic
277,2022-04-24 16:18:40,160,1,[22],USD,75,13.5,ppc
278,2022-04-24 17:38:16,237,3,[23],USD,85,5.1,ppc
279,2022-04-24 19:54:55,545,4,"[8, 24]",USD,124,27.28,ppc
280,2022-04-24 19:57:53,292,4,"[12, 31]",USD,29,6.38,instagram
281,2022-04-24 21:14:13,226,5,[24],USD,99,7.92,direct
282,2022-04-24 21:20:26,403,1,[12],USD,4,0.72,facebook
283,2022-04-24 23:15:54,66,4,"[8, 12, 18]",USD,32,7.04,instagram
284,2022-04-24 23:36:56,685,5,"[28, 20, 4]",USD,122,9.76,instagram
285,2022-04-25 01:38:25,357,3,"[3, 31]",USD,155,9.299999999999999,organic
286,2022-04-25 05:28:20,387,1,"[7, 7]",USD,190,34.199999999999996,ppc
287,2022-04-25 06:13:59,281,4,"[30, 6]",USD,11,2.42,facebook
288,2022-04-25 06:26:00,142,5,[17],USD,3,0.24,ppc
289,2022-04-25 07:20:30,240,4,"[23, 23]",USD,170,37.4,instagram
290,2022-04-25 08:13:40,696,5,"[31, 2]",USD,275,22.0,instagram
291,2022-04-25 13:03:24,249,5,[36],USD,30,2.4,twitter
292,2022-04-25 13:19:49,196,4,[4],USD,30,6.6,instagram
293,2022-04-25 18:56:50,88,5,[31],USD,25,2.0,instagram
294,2022-04-25 21:10:50,733,4,[29],USD,30,6.6,ppc
295,2022-04-25 21:57:13,554,3,[34],USD,20,1.2,facebook
296,2022-04-25 21:59:30,444,5,[3],USD,130,10.4,facebook
297,2022-04-25 23:21:44,713,4,[13],USD,4,0.88,instagram
298,2022-04-26 00:46:43,296,3,"[16, 5, 17]",USD,173,10.379999999999999,ppc
299,2022-04-26 01:01:57,574,3,"[1, 38, 40, 22, 16, 36]",USD,499,29.939999999999998,instagram
300,2022-04-26 02:13:29,462,3,"[35, 31]",USD,45,2.6999999999999997,ppc
301,2022-04-26 02:14:42,338,3,[27],USD,65,3.9,instagram
302,2022-04-26 03:02:55,440,3,[19],USD,3,0.18,ppc
303,2022-04-26 05:25:04,158,1,"[7, 16]",USD,215,38.699999999999996,ppc
304,2022-04-26 08:25:04,331,4,[22],USD,75,16.5,facebook
305,2022-04-26 11:12:56,543,3,"[24, 24, 1]",USD,423,25.38,facebook
306,2022-04-26 12:50:22,668,4,"[16, 28]",USD,195,42.9,ppc
307,2022-04-26 13:09:43,354,4,"[2, 2]",USD,500,110.0,direct
308,2022-04-26 13:37:45,219,4,"[1, 37, 31]",USD,280,61.6,ppc
309,2022-04-26 14:05:32,230,3,[22],USD,75,4.5,facebook
310,2022-04-26 16:16:53,7,3,[22],USD,75,4.5,organic
311,2022-04-26 19:58:11,632,4,[14],USD,450,99.0,ppc
312,2022-04-26 20:11:28,381,4,"[5, 25, 5, 22, 17]",USD,257,56.54,ppc
313,2022-04-26 20:12:55,234,3,"[17, 12, 24]",USD,106,6.359999999999999,twitter
314,2022-04-26 23:07:37,393,4,"[34, 1]",USD,245,53.9,facebook
315,2022-04-26 23:17:40,526,2,[20],USD,17,2.3800000000000003,ppc
316,2022-04-27 01:38:15,360,5,[22],USD,75,6.0,facebook
317,2022-04-27 04:54:53,26,3,[17],USD,3,0.18,organic
318,2022-04-27 08:36:50,109,4,[40],USD,24,5.28,ppc
319,2022-04-27 10:34:12,280,3,[9],USD,60,3.5999999999999996,facebook
320,2022-04-27 11:47:27,455,4,"[6, 10, 24, 35]",USD,164,36.08,instagram
321,2022-04-27 12:00:29,326,3,"[11, 32]",USD,185,11.1,direct
322,2022-04-27 17:01:02,629,4,[36],USD,30,6.6,ppc
323,2022-04-27 20:28:22,343,5,"[4, 19, 18]",USD,36,2.88,ppc
324,2022-04-27 22:00:18,594,3,"[31, 1, 14, 12]",USD,704,42.239999999999995,instagram
325,2022-04-27 22:00:49,242,4,"[9, 8]",USD,85,18.7,organic
326,2022-04-28 03:22:15,703,4,[20],USD,17,3.74,direct
327,2022-04-28 04:08:43,592,4,"[4, 38, 22]",USD,130,28.6,ppc
328,2022-04-28 04:26:49,155,5,"[9, 4]",USD,90,7.2,organic
329,2022-04-28 04:49:56,593,5,"[17, 7, 29]",USD,128,10.24,organic
330,2022-04-28 07:13:03,496,1,"[27, 9, 29, 31, 6, 22]",USD,260,46.8,instagram
331,2022-04-28 07:48:16,728,3,"[4, 7]",USD,125,7.5,instagram
332,2022-04-28 08:42:38,546,4,[24],USD,99,21.78,facebook
333,2022-04-28 08:58:12,46,3,[16],USD,120,7.199999999999999,instagram
334,2022-04-28 12:00:07,428,5,"[6, 4]",USD,35,2.8000000000000003,twitter
335,2022-04-28 12:26:52,637,4,[31],USD,25,5.5,facebook
336,2022-04-28 12:44:04,389,1,[17],USD,3,0.54,instagram
337,2022-04-28 15:53:33,49,3,"[29, 5]",USD,80,4.8,ppc
338,2022-04-28 19:34:24,402,2,"[8, 10, 40, 7, 10]",USD,224,31.360000000000003,organic
339,2022-04-28 21:07:23,26,4,"[27, 7]",USD,160,35.2,direct
340,2022-04-28 21:33:35,105,1,"[1, 33]",USD,245,44.1,ppc
341,2022-04-28 22:42:35,664,4,[32],USD,115,25.3,ppc
342,2022-04-28 22:43:43,770,3,[5],USD,50,3.0,direct
343,2022-04-28 22:55:49,636,5,"[17, 8, 11, 21]",USD,152,12.16,facebook
344,2022-04-29 00:52:35,34,5,[34],USD,20,1.6,instagram
345,2022-04-29 02:42:26,215,4,[38],USD,25,5.5,direct
346,2022-04-29 03:57:22,677,4,"[4, 9, 22, 7]",USD,260,57.2,direct
347,2022-04-29 05:32:50,291,4,[16],USD,120,26.4,instagram
348,2022-04-29 05:54:45,508,5,[22],USD,75,6.0,facebook
349,2022-04-29 06:24:36,498,5,[22],USD,75,6.0,twitter
