order_id,order_date,user_id,partner_id,ordered_product_skus,currency,basket_total,profit,referrer
118,2023-03-04 23:33:26,176,2,[37],USD,30,4.2,facebook
119,2023-03-05 06:55:24,555,7,[33],USD,20,1.4000000000000001,instagram
120,2023-03-05 07:12:57,777,4,[5],USD,50,11.0,twitter
121,2023-03-05 07:20:32,1400,1,[28],USD,75,13.5,instagram
122,2023-03-05 07:20:33,1099,4,"[3, 17, 18, 18]",USD,139,30.580000000000002,facebook
123,2023-03-05 07:20:50,237,8,"[31, 34, 2]",USD,295,32.45,instagram
124,2023-03-05 07:24:59,466,7,"[10, 17]",USD,43,3.0100000000000002,twitter
125,2023-03-05 07:26:03,1184,7,[39],USD,15,1.05,instagram
126,2023-03-05 07:28:13,1601,5,"[35, 39, 39, 3]",USD,180,14.4,instagram
127,2023-03-06 10:24:54,391,5,"[29, 18, 24]",USD,132,10.56,instagram
128,2023-03-06 19:44:28,532,4,[3],USD,130,28.6,instagram
129,2023-03-07 08:08:20,785,9,"[11, 29]",USD,100,3.0,facebook
130,2023-03-08 07:06:44,127,9,[14],USD,450,13.5,ppc
131,2023-03-08 07:14:05,1511,5,"[31, 25]",USD,104,8.32,facebook
132,2023-03-08 07:20:52,1435,5,"[31, 22]",USD,100,8.0,ppc
133,2023-03-08 07:22:46,1410,7,[30],USD,6,0.42000000000000004,ppc
134,2023-03-08 07:24:29,1701,6,"[32, 34, 25, 19, 37, 35]",USD,267,45.39,organic
135,2023-03-08 07:32:55,1702,7,[1],USD,225,15.750000000000002,instagram
136,2023-03-08 07:34:38,93,8,[14],USD,450,49.5,instagram
137,2023-03-09 06:57:11,562,3,"[26, 28, 24, 40]",USD,348,20.88,organic
138,2023-03-09 07:04:47,1258,3,"[19, 8, 8]",USD,53,3.1799999999999997,facebook
139,2023-03-09 07:07:05,299,9,"[16, 38]",USD,145,4.35,instagram
140,2023-03-09 07:11:48,710,3,[20],USD,17,1.02,instagram
141,2023-03-09 07:17:54,1210,9,[20],USD,17,0.51,facebook
142,2023-03-09 08:34:12,1402,1,[17],USD,3,0.54,ppc
143,2023-03-10 06:54:43,1566,7,[1],USD,225,15.750000000000002,ppc
144,2023-03-10 07:04:12,1273,3,[36],USD,30,1.7999999999999998,direct
145,2023-03-10 07:04:57,992,4,[33],USD,20,4.4,facebook
146,2023-03-10 07:07:33,1427,1,[25],USD,79,14.219999999999999,ppc
147,2023-03-10 07:08:43,1428,9,[32],USD,115,3.4499999999999997,ppc
148,2023-03-10 07:08:51,1310,3,[16],USD,120,7.199999999999999,direct
149,2023-03-10 07:12:43,1774,7,[3],USD,130,9.100000000000001,ppc
150,2023-03-10 07:15:40,1057,9,"[6, 33, 30]",USD,31,0.9299999999999999,instagram
151,2023-03-10 07:18:24,917,3,[16],USD,120,7.199999999999999,ppc
152,2023-03-10 07:18:33,44,1,"[11, 9]",USD,130,23.4,facebook
153,2023-03-10 07:18:51,455,1,[25],USD,79,14.219999999999999,instagram
154,2023-03-10 07:19:54,416,8,[39],USD,15,1.65,ppc
155,2023-03-10 07:19:56,693,7,[31],USD,25,1.7500000000000002,ppc
156,2023-03-10 07:20:15,661,4,[37],USD,30,6.6,facebook
157,2023-03-10 07:20:28,376,4,"[12, 27, 36]",USD,99,21.78,facebook
158,2023-03-10 07:21:00,1079,4,[14],USD,450,99.0,ppc
159,2023-03-10 07:21:19,1275,3,"[15, 3]",USD,210,12.6,facebook
160,2023-03-10 07:21:24,1038,4,"[17, 38]",USD,28,6.16,facebook
161,2023-03-10 07:25:02,20,7,[38],USD,25,1.7500000000000002,ppc
162,2023-03-10 07:25:12,1925,7,[29],USD,30,2.1,instagram
163,2023-03-10 07:26:46,773,8,"[16, 35]",USD,140,15.4,facebook
164,2023-03-10 07:27:02,931,4,[35],USD,20,4.4,organic
165,2023-03-10 07:39:59,342,4,[5],USD,50,11.0,direct
166,2023-03-10 07:41:08,1077,3,"[31, 36]",USD,55,3.3,direct
167,2023-03-10 07:44:44,590,8,[15],USD,80,8.8,ppc
168,2023-03-10 07:46:27,1065,3,[2],USD,250,15.0,ppc
169,2023-03-10 07:53:45,63,4,"[24, 1]",USD,324,71.28,instagram
170,2023-03-10 14:00:49,1601,9,[22],USD,75,2.25,ppc
171,2023-03-11 07:04:10,301,3,[35],USD,20,1.2,instagram
172,2023-03-11 07:09:05,1275,8,[33],USD,20,2.2,ppc
173,2023-03-11 07:10:29,1588,7,"[7, 5]",USD,145,10.15,instagram
174,2023-03-11 07:14:58,1603,9,"[22, 24, 5]",USD,224,6.72,organic
175,2023-03-11 07:17:39,1427,7,[21],USD,54,3.7800000000000002,facebook
176,2023-03-11 07:18:13,1489,1,"[13, 26, 24, 2]",USD,503,90.53999999999999,instagram
177,2023-03-11 07:20:53,1710,7,"[30, 20]",USD,23,1.61,ppc
178,2023-03-11 07:21:28,1376,9,"[11, 12]",USD,74,2.2199999999999998,organic
179,2023-03-11 07:21:33,1726,8,[22],USD,75,8.25,instagram
180,2023-03-11 07:24:46,719,2,[38],USD,25,3.5000000000000004,facebook
181,2023-03-11 07:30:40,904,9,"[11, 11]",USD,140,4.2,facebook
182,2023-03-11 07:33:34,374,4,"[31, 11, 18]",USD,98,21.56,ppc
183,2023-03-11 07:39:01,1943,5,[1],USD,225,18.0,facebook
184,2023-03-11 08:17:27,748,9,"[25, 15, 1, 11, 6]",USD,459,13.77,instagram
185,2023-03-11 09:28:23,1715,1,"[5, 6]",USD,55,9.9,facebook
186,2023-03-11 14:33:16,1772,1,"[25, 5, 35, 22]",USD,224,40.32,instagram
187,2023-03-12 03:26:21,476,4,[14],USD,450,99.0,facebook
188,2023-03-12 06:29:51,1080,4,"[10, 12, 3, 3]",USD,304,66.88,ppc
189,2023-03-12 07:13:09,690,7,"[9, 3]",USD,190,13.3,direct
190,2023-03-12 07:19:42,2061,9,"[39, 21]",USD,69,2.07,instagram
191,2023-03-12 07:20:16,928,3,[4],USD,30,1.7999999999999998,instagram
192,2023-03-12 07:43:54,1116,4,[39],USD,15,3.3,ppc
193,2023-03-12 11:20:48,1901,4,"[29, 31]",USD,55,12.1,ppc
194,2023-03-13 04:04:52,1859,5,[33],USD,20,1.6,facebook
195,2023-03-13 07:01:17,1624,7,[10],USD,40,2.8000000000000003,facebook
196,2023-03-13 07:17:34,1622,3,"[13, 40, 18]",USD,31,1.8599999999999999,facebook
197,2023-03-13 07:21:09,1757,2,[5],USD,50,7.000000000000001,ppc
198,2023-03-13 07:25:32,497,9,[6],USD,5,0.15,organic
199,2023-03-13 07:30:32,669,4,[3],USD,130,28.6,facebook
200,2023-03-13 07:32:08,1743,4,[11],USD,70,15.4,organic
201,2023-03-14 05:42:58,923,3,"[31, 24, 34]",USD,144,8.64,instagram
202,2023-03-14 07:11:43,572,3,"[21, 20]",USD,71,4.26,facebook
203,2023-03-14 07:12:30,1285,7,"[11, 6, 34]",USD,95,6.65,instagram
204,2023-03-14 07:15:37,669,5,"[33, 4, 39, 17]",USD,68,5.44,instagram
205,2023-03-14 07:16:20,306,4,"[36, 17, 35, 5, 40]",USD,127,27.94,instagram
206,2023-03-14 07:17:54,480,5,"[33, 33, 38]",USD,65,5.2,instagram
207,2023-03-14 07:19:06,1297,7,"[35, 27]",USD,85,5.95,instagram
208,2023-03-14 07:23:48,1320,3,"[22, 27, 15]",USD,220,13.2,instagram
209,2023-03-14 07:26:18,396,5,"[15, 32, 16]",USD,315,25.2,organic
210,2023-03-14 07:34:28,1071,3,"[3, 16]",USD,250,15.0,instagram
211,2023-03-14 07:38:55,1543,7,"[15, 11, 40, 33, 38]",USD,219,15.330000000000002,instagram
212,2023-03-14 07:48:51,1427,9,[35],USD,20,0.6,instagram
213,2023-03-14 07:50:22,248,3,[16],USD,120,7.199999999999999,ppc
214,2023-03-14 08:24:58,1800,8,"[36, 40, 37, 24]",USD,183,20.13,facebook
215,2023-03-14 12:52:36,81,9,[10],USD,40,1.2,instagram
216,2023-03-14 21:40:50,155,3,[9],USD,60,3.5999999999999996,facebook
217,2023-03-15 06:36:54,1857,7,[5],USD,50,3.5000000000000004,instagram
218,2023-03-15 06:57:42,878,9,[39],USD,15,0.44999999999999996,ppc
219,2023-03-15 07:13:28,2251,9,[11],USD,70,2.1,ppc
220,2023-03-15 07:14:34,1300,7,"[5, 40]",USD,74,5.180000000000001,instagram
221,2023-03-15 07:15:18,227,7,[34],USD,20,1.4000000000000001,organic
222,2023-03-15 07:15:47,2095,9,"[21, 22, 21]",USD,183,5.49,instagram
223,2023-03-15 07:16:38,974,7,[40],USD,24,1.6800000000000002,ppc
224,2023-03-15 07:17:02,1159,4,[27],USD,65,14.3,ppc
225,2023-03-15 07:18:24,1309,4,"[25, 31]",USD,104,22.88,organic
226,2023-03-15 07:18:45,770,4,[28],USD,75,16.5,ppc
227,2023-03-15 07:18:49,739,7,"[35, 17]",USD,23,1.61,organic
228,2023-03-15 07:18:54,1872,8,[34],USD,20,2.2,facebook
229,2023-03-15 07:19:43,187,5,[32],USD,115,9.200000000000001,direct
230,2023-03-15 07:20:18,1167,9,[36],USD,30,0.8999999999999999,direct
231,2023-03-15 07:25:22,809,9,[25],USD,79,2.37,ppc
232,2023-03-15 07:25:32,1198,4,"[31, 11]",USD,95,20.9,facebook
233,2023-03-15 07:27:09,929,3,"[5, 5, 11, 27]",USD,235,14.1,facebook
234,2023-03-15 07:32:00,1056,5,[22],USD,75,6.0,ppc
235,2023-03-15 07:33:29,1439,4,"[30, 24, 24]",USD,204,44.88,ppc
236,2023-03-15 07:34:04,961,7,[18],USD,3,0.21000000000000002,instagram
237,2023-03-15 08:07:28,572,4,"[13, 1]",USD,229,50.38,organic
238,2023-03-16 06:58:30,1937,7,"[2, 25, 18]",USD,332,23.240000000000002,instagram
239,2023-03-16 07:04:48,2265,4,"[11, 27]",USD,135,29.7,facebook
240,2023-03-16 07:14:24,2160,5,[39],USD,15,1.2,direct
241,2023-03-16 07:17:05,388,4,"[35, 40]",USD,44,9.68,direct
242,2023-03-16 07:19:08,1251,5,"[34, 26, 24, 7]",USD,364,29.12,facebook
243,2023-03-16 07:19:09,1055,9,"[40, 10, 11]",USD,134,4.02,instagram
244,2023-03-16 07:20:48,1138,7,[15],USD,80,5.6000000000000005,instagram
245,2023-03-16 07:21:28,1145,4,[17],USD,3,0.66,ppc
246,2023-03-16 07:28:49,2163,4,"[20, 17]",USD,20,4.4,ppc
247,2023-03-16 07:30:45,870,3,[31],USD,25,1.5,instagram
248,2023-03-16 07:31:17,1888,9,[30],USD,6,0.18,direct
249,2023-03-16 07:33:29,1326,9,[6],USD,5,0.15,instagram
250,2023-03-16 07:42:57,1739,4,"[25, 33, 22]",USD,174,38.28,direct
251,2023-03-16 07:54:50,1524,7,"[13, 37]",USD,34,2.3800000000000003,ppc
252,2023-03-16 08:18:04,417,4,"[22, 11, 15]",USD,225,49.5,instagram
253,2023-03-16 08:20:45,922,9,"[19, 29, 1]",USD,258,7.739999999999999,instagram
254,2023-03-16 19:52:27,1803,7,"[40, 24, 24, 5]",USD,272,19.040000000000003,instagram
255,2023-03-17 06:33:57,2265,4,[12],USD,4,0.88,ppc
256,2023-03-17 07:00:22,1510,9,[25],USD,79,2.37,instagram
257,2023-03-17 07:22:10,1540,9,"[11, 10, 16]",USD,230,6.8999999999999995,instagram
258,2023-03-17 07:22:17,246,9,[13],USD,4,0.12,instagram
259,2023-03-17 07:26:03,325,4,"[17, 35]",USD,23,5.06,instagram
260,2023-03-17 07:26:34,1873,3,[16],USD,120,7.199999999999999,organic
261,2023-03-17 07:27:26,1918,9,[36],USD,30,0.8999999999999999,instagram
262,2023-03-17 07:30:32,1789,8,"[15, 3]",USD,210,23.1,twitter
263,2023-03-17 07:33:10,1748,1,"[17, 5, 12]",USD,57,10.26,organic
264,2023-03-17 07:38:21,1888,9,[19],USD,3,0.09,ppc
265,2023-03-17 07:50:27,2140,3,"[7, 35, 2]",USD,365,21.9,direct
266,2023-03-17 07:50:28,82,9,"[8, 25, 7]",USD,199,5.97,instagram
267,2023-03-17 08:39:28,1822,1,"[25, 11]",USD,149,26.82,organic
268,2023-03-17 08:52:37,246,7,"[11, 22, 17]",USD,148,10.360000000000001,instagram
269,2023-03-19 01:24:07,1459,4,"[14, 14]",USD,900,198.0,direct
270,2023-03-19 06:16:16,2484,8,"[19, 25, 5]",USD,132,14.52,organic
271,2023-03-19 07:05:11,2472,9,"[18, 17]",USD,6,0.18,facebook
272,2023-03-19 07:09:50,642,1,"[6, 2, 3, 17]",USD,388,69.84,instagram
273,2023-03-19 07:14:42,305,9,"[36, 25, 23]",USD,194,5.819999999999999,instagram
274,2023-03-19 07:15:43,1973,3,[20],USD,17,1.02,organic
275,2023-03-19 07:16:36,108,4,[8],USD,25,5.5,facebook
276,2023-03-19 07:18:28,1641,4,"[9, 22, 10, 38]",USD,200,44.0,twitter
277,2023-03-19 07:23:27,1755,5,"[22, 38]",USD,100,8.0,instagram
278,2023-03-19 07:24:01,1310,4,"[24, 25]",USD,178,39.160000000000004,instagram
279,2023-03-19 07:24:28,1121,6,[14],USD,450,76.5,ppc
280,2023-03-19 07:25:14,497,4,"[30, 40, 17, 31]",USD,58,12.76,direct
281,2023-03-19 07:26:08,82,8,[16],USD,120,13.2,twitter
282,2023-03-19 07:27:45,451,4,"[3, 35, 40, 17, 35]",USD,197,43.34,organic
283,2023-03-19 07:29:30,1523,5,[23],USD,85,6.8,ppc
284,2023-03-19 07:30:22,965,4,"[24, 5, 7]",USD,244,53.68,facebook
285,2023-03-19 07:33:06,1467,4,"[32, 40]",USD,139,30.580000000000002,ppc
286,2023-03-19 07:41:15,2141,9,[32],USD,115,3.4499999999999997,facebook
287,2023-03-19 07:51:40,1299,4,"[35, 15, 25, 26]",USD,329,72.38,facebook
288,2023-03-19 07:56:46,1480,9,"[24, 13]",USD,103,3.09,instagram
289,2023-03-19 07:59:57,748,4,"[31, 31]",USD,50,11.0,organic
290,2023-03-19 08:14:38,1487,4,[27],USD,65,14.3,instagram
291,2023-03-20 07:10:15,1264,4,"[2, 35]",USD,270,59.4,ppc
292,2023-03-20 07:11:37,983,4,"[40, 3, 3, 31, 15]",USD,389,85.58,ppc
293,2023-03-20 07:16:30,14,3,"[17, 2, 40]",USD,277,16.62,ppc
294,2023-03-20 07:18:45,271,8,"[3, 38]",USD,155,17.05,facebook
295,2023-03-20 07:19:24,2330,4,"[25, 22]",USD,154,33.88,instagram
296,2023-03-20 07:19:26,1656,7,[35],USD,20,1.4000000000000001,facebook
297,2023-03-20 07:32:21,529,8,[31],USD,25,2.75,facebook
298,2023-03-20 07:37:15,865,1,"[3, 28, 3]",USD,335,60.3,facebook
299,2023-03-20 07:43:13,1917,9,[9],USD,60,1.7999999999999998,facebook
300,2023-03-20 08:00:13,548,9,"[11, 38, 38, 6]",USD,125,3.75,instagram
301,2023-03-20 08:54:46,1311,4,"[10, 14]",USD,490,107.8,facebook
302,2023-03-21 07:13:59,2479,7,[33],USD,20,1.4000000000000001,organic
303,2023-03-21 07:19:35,1210,4,"[5, 19, 40]",USD,77,16.94,instagram
304,2023-03-21 07:20:10,2445,9,"[25, 21]",USD,133,3.9899999999999998,facebook
305,2023-03-21 07:20:49,276,9,[28],USD,75,2.25,ppc
306,2023-03-21 07:22:31,2404,4,"[9, 17, 37, 32]",USD,208,45.76,facebook
307,2023-03-21 07:24:03,803,9,"[6, 38]",USD,30,0.8999999999999999,ppc
308,2023-03-21 07:24:05,924,1,"[20, 14, 3]",USD,597,107.46,ppc
309,2023-03-21 07:25:01,943,8,"[25, 34]",USD,99,10.89,instagram
310,2023-03-21 07:25:55,260,2,[39],USD,15,2.1,instagram
311,2023-03-21 07:26:40,454,4,[31],USD,25,5.5,organic
312,2023-03-21 07:28:01,87,9,"[9, 5]",USD,110,3.3,instagram
313,2023-03-21 07:29:33,1477,4,[8],USD,25,5.5,direct
314,2023-03-21 07:32:38,351,4,"[5, 28]",USD,125,27.5,ppc
315,2023-03-21 07:33:59,1751,4,"[32, 3, 15, 3]",USD,455,100.1,direct
316,2023-03-21 07:39:52,116,9,"[24, 13]",USD,103,3.09,instagram
317,2023-03-21 09:23:51,786,4,"[29, 22]",USD,105,23.1,instagram
318,2023-03-21 16:35:15,1152,8,"[10, 11, 15]",USD,190,20.9,organic
319,2023-03-22 07:09:30,2664,7,[6],USD,5,0.35000000000000003,ppc
320,2023-03-22 07:12:14,2736,4,"[3, 37]",USD,160,35.2,direct
321,2023-03-22 07:20:05,2431,8,"[25, 11]",USD,149,16.39,instagram
322,2023-03-22 07:24:06,155,4,[17],USD,3,0.66,ppc
323,2023-03-22 07:25:36,561,8,"[35, 26]",USD,170,18.7,ppc
324,2023-03-22 07:31:00,2218,1,[11],USD,70,12.6,instagram
325,2023-03-23 07:18:15,1387,4,[27],USD,65,14.3,ppc
326,2023-03-23 07:19:02,2676,8,"[34, 10]",USD,60,6.6,organic
327,2023-03-23 07:19:22,2214,1,"[33, 11]",USD,90,16.2,facebook
328,2023-03-23 07:21:41,678,4,"[24, 31]",USD,124,27.28,facebook
329,2023-03-23 07:23:27,2584,4,[26],USD,150,33.0,instagram
330,2023-03-23 07:23:33,886,7,[29],USD,30,2.1,ppc
331,2023-03-23 07:23:41,1819,1,[32],USD,115,20.7,ppc
332,2023-03-23 07:23:49,1210,4,"[1, 16, 38, 12]",USD,374,82.28,instagram
333,2023-03-23 07:29:35,2509,4,[37],USD,30,6.6,instagram
334,2023-03-23 07:31:49,1378,4,"[32, 17]",USD,118,25.96,ppc
335,2023-03-23 07:38:14,779,7,"[23, 36, 33, 2, 2]",USD,635,44.45,instagram
336,2023-03-23 07:38:53,1376,5,[39],USD,15,1.2,organic
337,2023-03-23 07:42:33,997,3,[40],USD,24,1.44,instagram
338,2023-03-23 07:46:35,1676,9,[22],USD,75,2.25,instagram
339,2023-03-23 16:07:40,1178,6,"[15, 22, 13]",USD,159,27.03,direct
340,2023-03-24 07:05:10,2033,9,"[11, 1, 40]",USD,319,9.57,facebook
341,2023-03-24 07:07:10,597,3,"[3, 25]",USD,209,12.54,ppc
342,2023-03-24 07:09:07,1367,8,[5],USD,50,5.5,ppc
343,2023-03-24 07:14:40,1955,4,"[24, 30, 31]",USD,130,28.6,instagram
344,2023-03-24 07:14:51,564,8,[38],USD,25,2.75,instagram
