order_id,order_date,user_id,partner_id,ordered_product_skus,currency,basket_total,profit,referrer
64,2023-12-16 22:07:22,206,1,"[38, 39, 27, 27]",USD,170,30.599999999999998,direct
65,2023-12-17 03:01:50,196,6,"[30, 35]",USD,26,4.42,instagram
66,2023-12-17 05:16:05,276,4,"[40, 17, 25]",USD,106,23.32,ppc
67,2023-12-17 07:15:58,81,3,"[7, 7]",USD,190,11.4,twitter
68,2023-12-17 09:30:30,262,7,"[21, 4, 21]",USD,138,9.66,organic
69,2023-12-17 11:38:14,100,9,"[39, 22]",USD,90,2.6999999999999997,instagram
70,2023-12-17 17:25:08,269,6,"[21, 16, 35, 17]",USD,197,33.49,facebook
71,2023-12-17 21:33:04,64,7,[17],USD,3,0.21000000000000002,ppc
72,2023-12-18 01:06:33,41,9,"[32, 1, 28, 22]",USD,490,14.7,instagram
73,2023-12-18 13:09:22,365,6,[14],USD,450,76.5,facebook
74,2023-12-18 17:10:08,200,9,"[19, 18, 4, 6, 8, 2]",USD,316,9.48,facebook
75,2023-12-18 21:14:35,203,9,"[39, 24]",USD,114,3.42,instagram
76,2023-12-18 22:02:37,222,4,[37],USD,30,6.6,ppc
77,2023-12-18 22:13:08,17,5,[7],USD,95,7.6000000000000005,ppc
78,2023-12-18 22:43:26,166,4,"[18, 27]",USD,68,14.96,ppc
79,2023-12-19 03:17:57,165,3,[17],USD,3,0.18,facebook
80,2023-12-19 03:20:54,131,3,[37],USD,30,1.7999999999999998,ppc
81,2023-12-19 04:25:12,371,4,"[35, 1, 10, 27]",USD,350,77.0,ppc
82,2023-12-19 10:11:43,3,4,"[20, 16, 8]",USD,162,35.64,organic
83,2023-12-19 11:15:02,112,4,[14],USD,450,99.0,instagram
84,2023-12-19 12:00:09,73,9,[38],USD,25,0.75,facebook
85,2023-12-19 14:02:17,134,6,"[27, 1]",USD,290,49.300000000000004,instagram
86,2023-12-19 15:51:04,228,3,"[32, 16, 12, 18]",USD,242,14.52,direct
87,2023-12-19 16:18:08,164,4,"[27, 21, 27, 11, 26]",USD,404,88.88,ppc
88,2023-12-19 16:36:58,361,4,"[24, 39, 33, 36]",USD,164,36.08,organic
89,2023-12-19 17:44:35,27,8,"[33, 12, 20]",USD,41,4.51,instagram
90,2023-12-19 19:06:32,275,5,"[13, 8, 14]",USD,479,38.32,ppc
91,2023-12-19 22:45:42,300,2,[27],USD,65,9.100000000000001,facebook
92,2023-12-20 02:28:48,197,4,[7],USD,95,20.9,ppc
93,2023-12-20 09:51:01,323,5,"[13, 25, 17]",USD,86,6.88,ppc
94,2023-12-20 10:24:51,135,9,[30],USD,6,0.18,instagram
95,2023-12-20 16:36:31,307,4,"[10, 23, 17, 11, 21]",USD,252,55.44,facebook
96,2023-12-20 17:47:44,178,4,[22],USD,75,16.5,ppc
97,2023-12-20 19:51:23,351,9,"[16, 7]",USD,215,6.45,instagram
98,2023-12-21 03:12:12,97,1,"[16, 34, 28, 20, 34]",USD,252,45.36,instagram
99,2023-12-21 03:57:25,178,4,"[22, 3, 11]",USD,275,60.5,instagram
100,2023-12-21 04:22:22,249,4,"[6, 17, 39, 36]",USD,53,11.66,organic
101,2023-12-21 05:52:39,192,7,[30],USD,6,0.42000000000000004,instagram
102,2023-12-21 11:38:48,383,7,"[22, 3]",USD,205,14.350000000000001,organic
103,2023-12-21 12:00:22,340,8,"[33, 18, 17, 21, 4]",USD,110,12.1,ppc
104,2023-12-21 13:32:41,199,5,"[38, 36, 20, 20]",USD,89,7.12,instagram
105,2023-12-21 14:41:35,219,1,"[3, 36, 20, 32, 39]",USD,307,55.26,ppc
106,2023-12-21 20:56:13,396,4,"[27, 24]",USD,164,36.08,instagram
107,2023-12-22 00:56:46,186,3,"[1, 5, 35]",USD,295,17.7,organic
108,2023-12-22 09:08:34,101,7,[3],USD,130,9.100000000000001,instagram
109,2023-12-22 09:13:11,188,9,[30],USD,6,0.18,facebook
110,2023-12-22 09:47:33,306,7,"[18, 18, 10, 3]",USD,176,12.32,facebook
111,2023-12-22 09:53:57,85,4,"[10, 35]",USD,60,13.2,facebook
112,2023-12-22 10:46:16,59,4,[3],USD,130,28.6,instagram
113,2023-12-22 12:37:16,126,9,[13],USD,4,0.12,facebook
114,2023-12-22 12:41:06,11,4,"[1, 5]",USD,275,60.5,ppc
115,2023-12-22 17:17:40,105,8,[10],USD,40,4.4,ppc
116,2023-12-22 19:38:03,102,7,"[5, 4]",USD,80,5.6000000000000005,organic
117,2023-12-22 19:41:45,333,8,"[36, 16]",USD,150,16.5,ppc
118,2023-12-22 19:54:46,368,3,[40],USD,24,1.44,facebook
119,2023-12-22 23:14:36,72,3,"[33, 16]",USD,140,8.4,facebook
120,2023-12-23 01:18:32,183,7,[2],USD,250,17.5,organic
121,2023-12-23 03:41:00,412,3,"[20, 34]",USD,37,2.2199999999999998,facebook
122,2023-12-23 11:03:50,226,5,[6],USD,5,0.4,instagram
123,2023-12-23 12:23:21,215,9,[24],USD,99,2.9699999999999998,facebook
124,2023-12-23 14:18:42,274,4,[34],USD,20,4.4,facebook
125,2023-12-23 14:42:19,327,7,"[31, 26, 31, 18, 36]",USD,233,16.310000000000002,facebook
126,2023-12-23 16:37:59,206,7,[10],USD,40,2.8000000000000003,facebook
127,2023-12-23 17:20:09,301,4,"[1, 27, 14]",USD,740,162.8,organic
128,2023-12-23 20:04:05,214,5,[14],USD,450,36.0,organic
129,2023-12-23 20:07:15,101,1,[33],USD,20,3.5999999999999996,instagram
130,2023-12-23 20:40:53,405,4,[22],USD,75,16.5,instagram
131,2023-12-23 21:51:27,373,3,"[1, 20, 10]",USD,282,16.919999999999998,direct
132,2023-12-24 00:55:14,37,4,"[13, 27]",USD,69,15.18,organic
133,2023-12-24 01:29:45,155,1,"[16, 33, 25]",USD,219,39.42,instagram
134,2023-12-24 02:12:31,66,2,"[39, 39, 16, 16]",USD,270,37.800000000000004,facebook
135,2023-12-24 03:58:06,297,3,[16],USD,120,7.199999999999999,ppc
136,2023-12-24 04:13:51,324,4,[36],USD,30,6.6,instagram
137,2023-12-24 07:36:35,122,8,"[39, 22]",USD,90,9.9,direct
138,2023-12-24 08:56:36,84,9,[33],USD,20,0.6,organic
139,2023-12-24 13:37:20,135,7,"[16, 17]",USD,123,8.610000000000001,organic
140,2023-12-24 14:35:02,194,5,"[22, 3, 16]",USD,325,26.0,direct
141,2023-12-24 14:43:10,203,1,[20],USD,17,3.06,ppc
142,2023-12-24 18:19:30,261,9,"[20, 14]",USD,467,14.01,facebook
143,2023-12-24 23:51:09,38,7,"[33, 8, 22]",USD,120,8.4,ppc
144,2023-12-25 03:59:13,18,7,[20],USD,17,1.1900000000000002,twitter
145,2023-12-25 07:26:22,177,9,"[35, 22]",USD,95,2.85,instagram
146,2023-12-25 12:54:45,378,6,[1],USD,225,38.25,direct
147,2023-12-25 12:55:26,87,9,"[36, 22, 22, 18]",USD,183,5.49,instagram
148,2023-12-25 15:15:46,11,7,"[36, 20]",USD,47,3.2900000000000005,organic
149,2023-12-25 17:19:52,391,5,"[33, 17]",USD,23,1.84,ppc
150,2023-12-25 20:42:55,216,4,"[33, 16, 17]",USD,143,31.46,ppc
151,2023-12-25 20:49:05,64,4,"[30, 1]",USD,231,50.82,organic
152,2023-12-25 21:24:15,440,4,[30],USD,6,1.32,ppc
153,2023-12-25 22:58:08,166,9,"[39, 35, 17, 11, 2]",USD,358,10.74,organic
154,2023-12-26 01:20:08,139,4,"[15, 33]",USD,100,22.0,ppc
155,2023-12-26 02:20:47,18,4,"[15, 32, 8, 13, 10]",USD,264,58.08,organic
156,2023-12-26 02:59:39,331,8,"[34, 23, 4]",USD,135,14.85,instagram
157,2023-12-26 03:23:23,112,4,[19],USD,3,0.66,direct
158,2023-12-26 08:09:52,22,9,"[22, 39]",USD,90,2.6999999999999997,organic
159,2023-12-26 11:21:44,378,8,"[21, 25]",USD,133,14.63,direct
160,2023-12-26 13:08:03,444,4,"[33, 11]",USD,90,19.8,facebook
161,2023-12-26 13:15:59,220,5,[26],USD,150,12.0,facebook
162,2023-12-26 13:28:56,436,9,"[18, 22, 12]",USD,82,2.46,ppc
163,2023-12-26 13:46:00,403,1,[16],USD,120,21.599999999999998,ppc
164,2023-12-26 13:48:21,171,3,[15],USD,80,4.8,facebook
165,2023-12-26 16:42:56,323,2,"[39, 21, 17]",USD,72,10.080000000000002,organic
166,2023-12-26 18:04:57,357,8,"[36, 40]",USD,54,5.94,facebook
167,2023-12-26 19:11:30,203,3,"[31, 35, 21]",USD,99,5.9399999999999995,facebook
168,2023-12-27 00:00:30,311,5,[33],USD,20,1.6,facebook
169,2023-12-27 01:28:03,113,4,"[6, 20, 1, 10]",USD,287,63.14,instagram
170,2023-12-27 03:17:36,233,7,"[26, 12, 28, 23]",USD,314,21.98,instagram
171,2023-12-27 05:06:31,306,7,[22],USD,75,5.250000000000001,ppc
172,2023-12-27 07:19:56,179,4,"[30, 26]",USD,156,34.32,organic
173,2023-12-27 14:08:04,172,1,[5],USD,50,9.0,instagram
174,2023-12-27 17:56:28,457,3,"[30, 39, 39, 35, 19]",USD,59,3.54,instagram
175,2023-12-27 18:47:21,35,9,"[33, 13]",USD,24,0.72,direct
176,2023-12-27 19:34:18,156,3,"[35, 26, 16]",USD,290,17.4,ppc
177,2023-12-27 21:39:42,440,4,"[29, 29]",USD,60,13.2,ppc
178,2023-12-28 01:18:32,386,4,[2],USD,250,55.0,ppc
179,2023-12-28 03:40:28,296,3,[5],USD,50,3.0,ppc
180,2023-12-28 03:46:40,437,8,[10],USD,40,4.4,instagram
181,2023-12-28 07:36:09,106,7,"[1, 16, 17]",USD,348,24.360000000000003,instagram
182,2023-12-28 10:44:12,155,1,[13],USD,4,0.72,instagram
183,2023-12-28 10:51:35,428,9,[8],USD,25,0.75,instagram
184,2023-12-28 13:21:38,110,4,"[28, 22, 24]",USD,249,54.78,ppc
185,2023-12-28 14:33:10,345,4,[8],USD,25,5.5,ppc
186,2023-12-28 16:09:51,354,5,"[3, 10]",USD,170,13.6,facebook
187,2023-12-28 16:15:29,478,8,"[14, 12, 22, 22]",USD,604,66.44,ppc
188,2023-12-28 17:44:03,2,5,[7],USD,95,7.6000000000000005,direct
189,2023-12-28 17:50:39,85,4,"[7, 36]",USD,125,27.5,ppc
190,2023-12-28 18:01:02,259,2,[12],USD,4,0.56,organic
191,2023-12-28 18:46:13,247,2,[21],USD,54,7.5600000000000005,instagram
192,2023-12-28 18:54:08,275,9,"[26, 23]",USD,235,7.05,direct
193,2023-12-28 19:13:21,5,9,"[13, 22, 18]",USD,82,2.46,ppc
194,2023-12-28 19:56:31,10,3,"[9, 35, 3, 12]",USD,214,12.84,instagram
195,2023-12-28 20:14:48,45,7,"[2, 1]",USD,475,33.25,organic
196,2023-12-29 00:08:14,314,3,[9],USD,60,3.5999999999999996,facebook
197,2023-12-29 01:21:47,445,9,"[35, 16, 10]",USD,180,5.3999999999999995,facebook
198,2023-12-29 03:09:18,209,4,"[12, 32]",USD,119,26.18,instagram
199,2023-12-29 03:58:02,8,4,"[35, 36, 20]",USD,67,14.74,facebook
200,2023-12-29 04:01:23,68,7,"[28, 9, 21, 22]",USD,264,18.48,instagram
201,2023-12-29 04:35:19,253,8,"[39, 29]",USD,45,4.95,instagram
202,2023-12-29 04:56:26,369,3,[35],USD,20,1.2,instagram
203,2023-12-29 05:22:43,444,1,[35],USD,20,3.5999999999999996,organic
204,2023-12-29 06:12:08,214,4,[24],USD,99,21.78,direct
205,2023-12-29 07:14:35,358,4,"[15, 10, 15, 3]",USD,330,72.6,ppc
206,2023-12-29 08:31:34,234,4,"[12, 21, 20]",USD,75,16.5,instagram
207,2023-12-29 11:56:04,18,5,"[16, 30, 1, 16]",USD,471,37.68,organic
208,2023-12-29 13:29:18,205,8,[32],USD,115,12.65,ppc
209,2023-12-29 13:58:29,187,9,"[23, 26]",USD,235,7.05,ppc
210,2023-12-29 16:31:40,149,7,"[16, 9]",USD,180,12.600000000000001,facebook
211,2023-12-29 20:23:04,195,3,"[38, 21]",USD,79,4.74,instagram
212,2023-12-29 20:49:55,401,7,"[25, 14]",USD,529,37.03,instagram
213,2023-12-30 00:20:57,396,4,[29],USD,30,6.6,ppc
214,2023-12-30 00:46:35,65,9,"[34, 16]",USD,140,4.2,instagram
215,2023-12-30 01:14:00,389,6,"[2, 35, 13, 19]",USD,277,47.09,organic
216,2023-12-30 07:42:03,368,9,"[24, 2]",USD,349,10.469999999999999,direct
217,2023-12-30 10:42:35,412,9,"[27, 35]",USD,85,2.55,instagram
218,2023-12-30 11:30:57,285,7,[24],USD,99,6.930000000000001,instagram
219,2023-12-30 13:51:13,318,4,[18],USD,3,0.66,instagram
220,2023-12-30 16:53:48,88,1,[24],USD,99,17.82,instagram
221,2023-12-30 17:04:25,363,8,"[29, 16]",USD,150,16.5,ppc
222,2023-12-30 17:36:22,337,7,[30],USD,6,0.42000000000000004,direct
223,2023-12-30 17:38:05,364,1,"[30, 35]",USD,26,4.68,organic
224,2023-12-30 17:54:55,100,1,"[31, 18, 18]",USD,31,5.58,facebook
225,2023-12-30 18:50:33,87,8,[21],USD,54,5.94,facebook
226,2023-12-30 20:41:37,166,4,"[36, 14, 1]",USD,705,155.1,facebook
227,2023-12-30 22:11:44,483,3,"[18, 33]",USD,23,1.38,ppc
228,2023-12-30 22:16:50,167,3,[20],USD,17,1.02,organic
229,2023-12-30 23:38:18,124,8,"[33, 21, 3, 39, 17]",USD,222,24.42,instagram
230,2023-12-30 23:48:23,302,9,[27],USD,65,1.95,ppc
231,2023-12-31 03:47:37,333,7,"[32, 36, 25, 38]",USD,249,17.430000000000003,direct
232,2023-12-31 04:46:51,286,9,[23],USD,85,2.55,instagram
233,2023-12-31 10:10:29,58,9,[18],USD,3,0.09,ppc
234,2023-12-31 10:31:34,35,3,"[17, 18]",USD,6,0.36,instagram
235,2023-12-31 10:43:15,458,4,"[39, 6]",USD,20,4.4,instagram
236,2023-12-31 11:09:48,78,8,[28],USD,75,8.25,twitter
237,2023-12-31 11:13:44,425,4,[6],USD,5,1.1,ppc
238,2023-12-31 11:35:28,423,8,"[17, 16, 40]",USD,147,16.17,instagram
239,2023-12-31 12:58:48,127,4,"[8, 40, 5]",USD,99,21.78,ppc
240,2023-12-31 16:26:07,50,8,"[37, 27]",USD,95,10.45,instagram
241,2023-12-31 16:30:05,106,2,[27],USD,65,9.100000000000001,ppc
242,2023-12-31 16:35:23,329,1,[1],USD,225,40.5,ppc
243,2023-12-31 16:47:59,423,5,"[18, 34]",USD,23,1.84,instagram
244,2023-12-31 17:30:16,122,3,"[28, 33, 36]",USD,125,7.5,facebook
245,2023-12-31 20:00:56,369,7,[35],USD,20,1.4000000000000001,instagram
246,2023-12-31 20:07:16,331,3,[2],USD,250,15.0,facebook
247,2023-12-31 20:55:57,21,8,[6],USD,5,0.55,ppc
248,2023-12-31 22:43:51,363,9,[27],USD,65,1.95,ppc
249,2023-12-31 23:36:51,358,4,[39],USD,15,3.3,direct
250,2024-01-01 00:08:20,42,8,[10],USD,40,4.4,organic
251,2024-01-01 00:35:23,335,4,[34],USD,20,4.4,instagram
252,2024-01-01 03:15:35,411,7,[21],USD,54,3.7800000000000002,organic
253,2024-01-01 05:35:40,335,4,"[16, 2, 18]",USD,373,82.06,facebook
254,2024-01-01 10:29:56,43,1,[39],USD,15,2.6999999999999997,ppc
255,2024-01-01 11:01:20,383,4,"[22, 25, 38, 35]",USD,199,43.78,instagram
256,2024-01-01 11:06:05,469,3,"[20, 36]",USD,47,2.82,facebook
257,2024-01-01 11:19:25,463,7,"[27, 30, 36, 28]",USD,176,12.32,facebook
258,2024-01-01 11:58:43,168,4,"[36, 9, 25, 27, 27]",USD,299,65.78,organic
259,2024-01-01 12:16:46,62,4,"[4, 17, 37, 40]",USD,87,19.14,instagram
260,2024-01-01 14:24:25,425,4,"[16, 30]",USD,126,27.72,instagram
261,2024-01-01 16:18:39,339,3,"[6, 8, 6, 22]",USD,110,6.6,ppc
262,2024-01-01 18:03:56,462,3,[35],USD,20,1.2,ppc
263,2024-01-02 01:20:08,343,8,[32],USD,115,12.65,organic
264,2024-01-02 01:39:47,63,4,"[9, 11, 24, 23]",USD,314,69.08,instagram
265,2024-01-02 02:22:37,396,1,"[17, 13]",USD,7,1.26,instagram
266,2024-01-02 05:22:38,256,3,[18],USD,3,0.18,ppc
267,2024-01-02 05:50:10,509,4,"[2, 20, 16, 1]",USD,612,134.64000000000001,ppc
268,2024-01-02 06:06:57,162,1,"[24, 18, 22]",USD,177,31.86,ppc
269,2024-01-02 07:20:49,186,9,"[23, 39]",USD,100,3.0,facebook
270,2024-01-02 07:51:37,194,8,"[18, 36, 39]",USD,48,5.28,ppc
271,2024-01-02 08:44:44,387,3,"[17, 39]",USD,18,1.08,organic
272,2024-01-02 11:21:13,165,9,[16],USD,120,3.5999999999999996,twitter
273,2024-01-02 12:18:21,447,7,[19],USD,3,0.21000000000000002,instagram
274,2024-01-02 12:24:14,125,4,"[35, 39, 18, 21]",USD,92,20.24,facebook
275,2024-01-02 13:00:34,75,7,"[34, 27, 27, 11, 11, 12]",USD,294,20.580000000000002,instagram
276,2024-01-02 14:18:52,115,3,[38],USD,25,1.5,instagram
277,2024-01-02 14:40:00,135,5,[31],USD,25,2.0,instagram
278,2024-01-02 16:04:00,397,4,"[35, 22, 12]",USD,99,21.78,facebook
279,2024-01-02 21:57:04,416,1,[3],USD,130,23.4,ppc
280,2024-01-02 23:30:15,388,1,"[13, 17, 21, 35]",USD,81,14.58,instagram
281,2024-01-02 23:35:10,79,1,"[34, 40, 36]",USD,74,13.32,organic
282,2024-01-03 00:19:39,362,5,"[22, 5, 17]",USD,128,10.24,instagram
283,2024-01-03 00:20:15,167,8,[36],USD,30,3.3,instagram
284,2024-01-03 01:31:28,235,4,[1],USD,225,49.5,facebook
285,2024-01-03 03:35:10,271,4,"[39, 15]",USD,95,20.9,ppc
286,2024-01-03 03:59:06,331,4,"[34, 1, 2]",USD,495,108.9,facebook
287,2024-01-03 05:04:28,522,3,"[12, 33, 23]",USD,109,6.54,organic
288,2024-01-03 05:25:32,455,8,[1],USD,225,24.75,organic
289,2024-01-03 05:38:02,502,9,[28],USD,75,2.25,organic
290,2024-01-03 05:50:29,88,9,"[27, 36, 39]",USD,110,3.3,instagram
291,2024-01-03 07:18:47,239,1,"[36, 33]",USD,50,9.0,instagram
292,2024-01-03 08:40:53,23,4,"[5, 24]",USD,149,32.78,ppc
293,2024-01-03 08:48:59,513,9,"[16, 10, 28, 1]",USD,460,13.799999999999999,organic
294,2024-01-03 13:33:40,156,4,[32],USD,115,25.3,instagram
295,2024-01-03 14:37:15,421,5,[4],USD,30,2.4,facebook
296,2024-01-03 16:34:37,508,4,"[33, 16, 23]",USD,225,49.5,ppc
297,2024-01-03 16:36:47,514,3,[10],USD,40,2.4,facebook
298,2024-01-03 18:12:28,298,9,[31],USD,25,0.75,organic
299,2024-01-03 21:02:14,526,3,"[36, 8]",USD,55,3.3,instagram
300,2024-01-03 22:48:33,354,7,[34],USD,20,1.4000000000000001,organic
301,2024-01-03 23:53:52,353,7,[36],USD,30,2.1,ppc
302,2024-01-04 04:01:07,432,4,"[29, 16]",USD,150,33.0,facebook
303,2024-01-04 04:25:53,271,3,[33],USD,20,1.2,ppc
304,2024-01-04 04:54:08,180,5,"[16, 33, 39]",USD,155,12.4,instagram
305,2024-01-04 06:51:46,348,7,"[21, 28, 32]",USD,244,17.080000000000002,direct
306,2024-01-04 07:16:19,273,9,"[7, 32, 21]",USD,264,7.92,instagram
307,2024-01-04 08:56:02,522,5,"[19, 18, 33, 16]",USD,146,11.68,instagram
308,2024-01-04 10:35:08,487,6,"[27, 16]",USD,185,31.450000000000003,instagram
309,2024-01-04 10:44:19,335,3,[38],USD,25,1.5,instagram
310,2024-01-04 11:16:18,534,4,"[17, 33, 1]",USD,248,54.56,ppc
311,2024-01-04 13:35:19,250,4,"[8, 21]",USD,79,17.38,organic
312,2024-01-04 14:05:23,130,4,"[30, 28, 36, 17]",USD,114,25.080000000000002,organic
313,2024-01-04 14:40:20,290,4,[10],USD,40,8.8,organic
314,2024-01-04 15:42:35,520,4,[39],USD,15,3.3,instagram
315,2024-01-04 18:45:44,69,4,[38],USD,25,5.5,ppc
316,2024-01-04 18:59:03,277,1,"[22, 10, 16, 20]",USD,252,45.36,ppc
317,2024-01-04 21:51:00,375,4,[38],USD,25,5.5,direct
318,2024-01-04 21:57:30,259,3,[1],USD,225,13.5,facebook
319,2024-01-04 22:35:19,3,4,"[21, 21]",USD,108,23.76,direct
320,2024-01-04 23:16:23,163,3,"[35, 12, 22, 29]",USD,129,7.739999999999999,ppc
321,2024-01-05 01:36:55,118,8,"[36, 32, 25]",USD,224,24.64,instagram
322,2024-01-05 01:55:57,8,3,[40],USD,24,1.44,instagram
323,2024-01-05 04:11:50,145,9,[36],USD,30,0.8999999999999999,instagram
324,2024-01-05 08:17:41,149,5,"[40, 30]",USD,30,2.4,direct
325,2024-01-05 08:58:34,485,7,"[27, 23, 12]",USD,154,10.780000000000001,facebook
326,2024-01-05 09:36:44,514,4,"[1, 27, 31]",USD,315,69.3,instagram
327,2024-01-05 12:41:44,181,4,[40],USD,24,5.28,ppc
328,2024-01-05 14:45:35,384,3,"[36, 32, 8]",USD,170,10.2,ppc
329,2024-01-05 17:16:52,392,7,"[1, 36, 7, 18]",USD,353,24.71,ppc
330,2024-01-05 17:30:22,190,3,"[3, 20]",USD,147,8.82,instagram
331,2024-01-05 21:33:06,546,9,[36],USD,30,0.8999999999999999,facebook
332,2024-01-05 22:01:58,97,1,"[37, 20]",USD,47,8.459999999999999,ppc
333,2024-01-05 22:26:32,281,4,"[1, 30, 1, 18]",USD,459,100.98,ppc
334,2024-01-06 00:12:51,363,7,"[23, 33, 10, 15]",USD,225,15.750000000000002,direct
335,2024-01-06 01:50:49,549,3,"[18, 35]",USD,23,1.38,facebook
336,2024-01-06 02:09:01,163,4,"[2, 32]",USD,365,80.3,direct
337,2024-01-06 02:24:02,179,6,"[21, 24]",USD,153,26.01,facebook
338,2024-01-06 03:01:06,113,4,[40],USD,24,5.28,twitter
339,2024-01-06 03:51:10,302,4,"[13, 9, 40, 4]",USD,118,25.96,instagram
340,2024-01-06 04:37:02,155,8,[21],USD,54,5.94,instagram
341,2024-01-06 06:25:43,192,9,[21],USD,54,1.6199999999999999,instagram
342,2024-01-06 07:56:05,341,2,[17],USD,3,0.42000000000000004,organic
343,2024-01-06 09:33:33,348,7,"[1, 17, 3, 33, 32]",USD,493,34.510000000000005,organic
