order_id,basket_item_id,ordered_product_skus,price_amount,basket_total
268,574,24,99,177
268,575,18,3,177
268,576,22,75,177
269,577,23,85,100
269,578,39,15,100
270,579,18,3,48
270,580,36,30,48
270,581,39,15,48
271,582,17,3,18
271,583,39,15,18
272,584,16,120,120
273,585,19,3,3
274,586,35,20,92
274,587,39,15,92
274,588,18,3,92
274,589,21,54,92
275,590,34,20,294
275,591,27,65,294
275,592,27,65,294
275,593,11,70,294
275,594,11,70,294
275,595,12,4,294
276,596,38,25,25
277,597,31,25,25
278,598,35,20,99
278,599,22,75,99
278,600,12,4,99
279,601,3,130,130
280,602,13,4,81
280,603,17,3,81
280,604,21,54,81
280,605,35,20,81
281,606,34,20,74
281,607,40,24,74
281,608,36,30,74
282,609,22,75,128
282,610,5,50,128
282,611,17,3,128
283,612,36,30,30
284,613,1,225,225
285,614,39,15,95
285,615,15,80,95
286,616,34,20,495
286,617,1,225,495
286,618,2,250,495
287,619,12,4,109
287,620,33,20,109
287,621,23,85,109
288,622,1,225,225
289,623,28,75,75
290,624,27,65,110
290,625,36,30,110
290,626,39,15,110
291,627,36,30,50
291,628,33,20,50
292,629,5,50,149
292,630,24,99,149
293,631,16,120,460
293,632,10,40,460
293,633,28,75,460
293,634,1,225,460
294,635,32,115,115
295,636,4,30,30
296,637,33,20,225
296,638,16,120,225
296,639,23,85,225
297,640,10,40,40
298,641,31,25,25
299,642,36,30,55
299,643,8,25,55
300,644,34,20,20
301,645,36,30,30
302,646,29,30,150
302,647,16,120,150
303,648,33,20,20
304,649,16,120,155
304,650,33,20,155
304,651,39,15,155
305,652,21,54,244
305,653,28,75,244
305,654,32,115,244
306,655,7,95,264
306,656,32,115,264
306,657,21,54,264
307,658,19,3,146
307,659,18,3,146
307,660,33,20,146
307,661,16,120,146
308,662,27,65,185
308,663,16,120,185
309,664,38,25,25
310,665,17,3,248
310,666,33,20,248
310,667,1,225,248
311,668,8,25,79
311,669,21,54,79
312,670,30,6,114
312,671,28,75,114
312,672,36,30,114
312,673,17,3,114
313,674,10,40,40
314,675,39,15,15
315,676,38,25,25
316,677,22,75,252
316,678,10,40,252
316,679,16,120,252
316,680,20,17,252
317,681,38,25,25
318,682,1,225,225
319,683,21,54,108
319,684,21,54,108
320,685,35,20,129
320,686,12,4,129
320,687,22,75,129
320,688,29,30,129
321,689,36,30,224
321,690,32,115,224
321,691,25,79,224
322,692,40,24,24
323,693,36,30,30
324,694,40,24,30
324,695,30,6,30
325,696,27,65,154
325,697,23,85,154
325,698,12,4,154
326,699,1,225,315
326,700,27,65,315
326,701,31,25,315
327,702,40,24,24
328,703,36,30,170
328,704,32,115,170
328,705,8,25,170
329,706,1,225,353
329,707,36,30,353
329,708,7,95,353
329,709,18,3,353
330,710,3,130,147
330,711,20,17,147
331,712,36,30,30
332,713,37,30,47
332,714,20,17,47
333,715,1,225,459
333,716,30,6,459
333,717,1,225,459
333,718,18,3,459
334,719,23,85,225
334,720,33,20,225
334,721,10,40,225
334,722,15,80,225
335,723,18,3,23
335,724,35,20,23
336,725,2,250,365
336,726,32,115,365
337,727,21,54,153
337,728,24,99,153
338,729,40,24,24
339,730,13,4,118
339,731,9,60,118
339,732,40,24,118
339,733,4,30,118
340,734,21,54,54
341,735,21,54,54
342,736,17,3,3
343,737,1,225,493
343,738,17,3,493
343,739,3,130,493
343,740,33,20,493
343,741,32,115,493
344,742,7,95,242
344,743,11,70,242
344,744,20,17,242
344,745,9,60,242
345,746,18,3,3
346,747,39,15,15
347,748,6,5,129
347,749,21,54,129
347,750,11,70,129
348,751,22,75,330
348,752,32,115,330
348,753,16,120,330
348,754,34,20,330
349,755,37,30,30
350,756,36,30,110
350,757,15,80,110
351,758,15,80,80
352,759,2,250,329
352,760,21,54,329
352,761,31,25,329
353,762,25,79,79
354,763,18,3,3
355,764,21,54,54
356,765,21,54,134
356,766,22,75,134
356,767,6,5,134
357,768,28,75,75
358,769,20,17,147
358,770,3,130,147
359,771,32,115,121
359,772,30,6,121
360,773,37,30,47
360,774,20,17,47
361,775,27,65,65
362,776,13,4,4
363,777,27,65,65
364,778,36,30,30
365,779,27,65,95
365,780,4,30,95
366,781,39,15,15
367,782,32,115,735
367,783,23,85,735
367,784,14,450,735
367,785,23,85,735
368,786,18,3,3
369,787,31,25,25
370,788,2,250,373
370,789,12,4,373
370,790,10,40,373
370,791,25,79,373
371,792,40,24,24
372,793,25,79,79
373,794,10,40,85
373,795,39,15,85
373,796,36,30,85
374,797,35,20,20
375,798,15,80,87
375,799,18,3,87
375,800,12,4,87
376,801,34,20,20
377,802,36,30,34
377,803,12,4,34
378,804,35,20,95
378,805,22,75,95
379,806,34,20,20
380,807,12,4,134
380,808,3,130,134
381,809,28,75,140
381,810,8,25,140
381,811,10,40,140
382,812,28,75,130
382,813,39,15,130
382,814,10,40,130
383,815,1,225,270
383,816,39,15,270
383,817,36,30,270
384,818,38,25,370
384,819,1,225,370
384,820,16,120,370
385,821,9,60,60
386,822,9,60,60
387,823,21,54,54
388,824,32,115,115
389,825,34,20,23
389,826,18,3,23
390,827,35,20,160
390,828,35,20,160
390,829,16,120,160
391,830,18,3,158
391,831,22,75,158
391,832,15,80,158
392,833,21,54,128
392,834,21,54,128
392,835,33,20,128
393,836,14,450,450
394,837,31,25,28
394,838,17,3,28
395,839,16,120,255
395,840,32,115,255
395,841,35,20,255
396,842,19,3,3
397,843,12,4,569
397,844,14,450,569
397,845,32,115,569
398,846,40,24,24
399,847,21,54,210
399,848,24,99,210
399,849,21,54,210
399,850,18,3,210
400,851,6,5,260
400,852,26,150,260
400,853,29,30,260
400,854,22,75,260
401,855,1,225,500
401,856,34,20,500
401,857,28,75,500
401,858,5,50,500
401,859,3,130,500
402,860,7,95,170
402,861,28,75,170
403,862,27,65,65
404,863,24,99,99
405,864,29,30,30
406,865,1,225,225
407,866,24,99,272
407,867,35,20,272
407,868,18,3,272
407,869,26,150,272
408,870,35,20,28
408,871,12,4,28
408,872,12,4,28
409,873,16,120,124
409,874,13,4,124
410,875,5,50,50
411,876,28,75,193
411,877,32,115,193
411,878,17,3,193
412,879,3,130,130
413,880,3,130,130
414,881,9,60,60
415,882,30,6,111
415,883,33,20,111
415,884,29,30,111
415,885,10,40,111
415,886,39,15,111
416,887,22,75,78
416,888,17,3,78
417,889,19,3,6
417,890,17,3,6
418,891,13,4,46
418,892,20,17,46
418,893,8,25,46
419,894,35,20,20
420,895,7,95,95
421,896,21,54,74
421,897,35,20,74
422,898,33,20,24
422,899,12,4,24
423,900,29,30,30
424,901,9,60,115
424,902,29,30,115
424,903,31,25,115
425,904,40,24,154
425,905,3,130,154
426,906,35,20,20
427,907,34,20,20
428,908,4,30,183
428,909,17,3,183
428,910,3,130,183
428,911,34,20,183
429,912,12,4,134
429,913,3,130,134
430,914,3,130,290
430,915,15,80,290
430,916,15,80,290
431,917,6,5,5
432,918,16,120,250
432,919,3,130,250
433,920,2,250,280
433,921,36,30,280
434,922,25,79,79
435,923,22,75,185
435,924,5,50,185
435,925,36,30,185
435,926,36,30,185
436,927,20,17,107
436,928,9,60,107
436,929,36,30,107
437,930,1,225,389
437,931,32,115,389
437,932,39,15,389
437,933,13,4,389
437,934,4,30,389
438,935,18,3,18
438,936,39,15,18
439,937,11,70,70
440,938,12,4,99
440,939,34,20,99
440,940,28,75,99
441,941,17,3,43
441,942,10,40,43
442,943,27,65,210
442,944,16,120,210
442,945,8,25,210
443,946,24,99,99
444,947,12,4,99
444,948,39,15,99
444,949,22,75,99
444,950,6,5,99
445,951,23,85,85
446,952,39,15,15
447,953,29,30,30
448,954,37,30,146
448,955,20,17,146
448,956,24,99,146
449,957,5,50,50
450,958,2,250,250
451,959,3,130,130
452,960,35,20,20
453,961,30,6,6
454,962,26,150,150
455,963,27,65,294
455,964,24,99,294
455,965,3,130,294
456,966,18,3,273
456,967,16,120,273
456,968,3,130,273
456,969,33,20,273
457,970,20,17,37
457,971,35,20,37
458,972,17,3,35
458,973,17,3,35
458,974,33,20,35
458,975,30,6,35
458,976,18,3,35
459,977,39,15,240
459,978,1,225,240
460,979,4,30,265
460,980,28,75,265
460,981,39,15,265
460,982,16,120,265
460,983,31,25,265
461,984,12,4,4
462,985,31,25,42
462,986,20,17,42
463,987,9,60,140
463,988,15,80,140
464,989,3,130,454
464,990,1,225,454
464,991,40,24,454
464,992,22,75,454
465,993,21,54,104
465,994,36,30,104
465,995,33,20,104
466,996,18,3,3
467,997,18,3,283
467,998,3,130,283
467,999,3,130,283
467,1000,34,20,283
468,1001,22,75,545
468,1002,1,225,545
468,1003,1,225,545
468,1004,35,20,545
469,1005,14,450,450
470,1006,5,50,170
470,1007,16,120,170
471,1008,36,30,93
471,1009,17,3,93
471,1010,9,60,93
472,1011,23,85,88
472,1012,19,3,88
473,1013,33,20,295
473,1014,2,250,295
473,1015,31,25,295
474,1016,4,30,150
474,1017,16,120,150
475,1018,12,4,134
475,1019,3,130,134
476,1020,17,3,82
476,1021,25,79,82
477,1022,17,3,3
478,1023,1,225,225
479,1024,18,3,258
479,1025,16,120,258
479,1026,33,20,258
479,1027,32,115,258
480,1028,29,30,30
481,1029,35,20,20
482,1030,27,65,190
482,1031,36,30,190
482,1032,7,95,190
483,1033,35,20,20
484,1034,39,15,15
485,1035,27,65,165
485,1036,11,70,165
485,1037,37,30,165
486,1038,16,120,324
486,1039,3,130,324
486,1040,21,54,324
486,1041,35,20,324
487,1042,12,4,79
487,1043,22,75,79
488,1044,33,20,56
488,1045,17,3,56
488,1046,37,30,56
488,1047,17,3,56
489,1048,23,85,85
490,1049,22,75,75
491,1050,39,15,85
491,1051,35,20,85
491,1052,4,30,85
491,1053,35,20,85
492,1054,16,120,403
492,1055,8,25,403
492,1056,1,225,403
492,1057,36,30,403
492,1058,17,3,403
493,1059,4,30,160
493,1060,3,130,160
494,1061,39,15,15
495,1062,24,99,99
496,1063,1,225,225
497,1064,16,120,368
497,1065,32,115,368
497,1066,19,3,368
497,1067,3,130,368
498,1068,3,130,130
499,1069,10,40,115
499,1070,22,75,115
500,1071,15,80,315
500,1072,32,115,315
500,1073,16,120,315
501,1074,24,99,99
502,1075,39,15,15
503,1076,25,79,162
503,1077,27,65,162
503,1078,39,15,162
503,1079,18,3,162
504,1080,19,3,3
505,1081,20,17,282
505,1082,26,150,282
505,1083,32,115,282
506,1084,18,3,3
507,1085,13,4,8
507,1086,12,4,8
508,1087,12,4,129
508,1088,28,75,129
508,1089,5,50,129
509,1090,3,130,130
510,1091,11,70,70
511,1092,31,25,25
512,1093,39,15,134
512,1094,27,65,134
512,1095,21,54,134
513,1096,32,115,115
514,1097,22,75,224
514,1098,21,54,224
514,1099,7,95,224
515,1100,4,30,30
516,1101,4,30,180
516,1102,16,120,180
516,1103,37,30,180
517,1104,10,40,57
517,1105,20,17,57
518,1106,16,120,174
518,1107,21,54,174
519,1108,33,20,220
519,1109,3,130,220
519,1110,11,70,220
520,1111,38,25,25
521,1112,27,65,144
521,1113,25,79,144
522,1114,27,65,564
522,1115,7,95,564
522,1116,2,250,564
522,1117,26,150,564
522,1118,12,4,564
523,1119,16,120,120
524,1120,14,450,450
525,1121,39,15,18
525,1122,19,3,18
526,1123,16,120,160
526,1124,10,40,160
527,1125,18,3,3
528,1126,13,4,4
529,1127,35,20,45
529,1128,8,25,45
530,1129,5,50,370
530,1130,35,20,370
530,1131,26,150,370
530,1132,26,150,370
531,1133,35,20,284
531,1134,11,70,284
531,1135,24,99,284
531,1136,7,95,284
532,1137,2,250,253
532,1138,19,3,253
533,1139,23,85,153
533,1140,27,65,153
533,1141,18,3,153
534,1142,21,54,140
534,1143,30,6,140
534,1144,15,80,140
535,1145,20,17,17
536,1146,18,3,183
536,1147,5,50,183
536,1148,3,130,183
537,1149,3,130,133
537,1150,17,3,133
538,1151,35,20,152
538,1152,21,54,152
538,1153,18,3,152
538,1154,22,75,152
539,1155,15,80,80
540,1156,29,30,55
540,1157,38,25,55
541,1158,33,20,50
541,1159,36,30,50
542,1160,10,40,80
542,1161,10,40,80
543,1162,35,20,20
544,1163,22,75,155
544,1164,15,80,155
545,1165,21,54,54
546,1166,32,115,115
547,1167,20,17,133
547,1168,20,17,133
547,1169,24,99,133
548,1170,32,115,394
548,1171,21,54,394
548,1172,1,225,394
549,1173,14,450,450
550,1174,32,115,115
551,1175,36,30,63
551,1176,18,3,63
551,1177,36,30,63
552,1178,20,17,162
552,1179,11,70,162
552,1180,22,75,162
553,1181,30,6,6
554,1182,12,4,4
555,1183,24,99,99
556,1184,5,50,50
557,1185,1,225,225
558,1186,39,15,127
558,1187,20,17,127
558,1188,7,95,127
559,1189,37,30,30
560,1190,16,120,120
561,1191,36,30,150
561,1192,16,120,150
562,1193,3,130,130
563,1194,19,3,53
563,1195,5,50,53
564,1196,2,250,267
564,1197,20,17,267
565,1198,17,3,33
565,1199,29,30,33
566,1200,16,120,177
566,1201,17,3,177
566,1202,21,54,177
567,1203,12,4,13
567,1204,19,3,13
567,1205,19,3,13
567,1206,17,3,13
568,1207,1,225,225
569,1208,1,225,228
569,1209,18,3,228
570,1210,1,225,225
571,1211,11,70,320
571,1212,2,250,320
572,1213,11,70,70
573,1214,35,20,20
574,1215,10,40,40
575,1216,15,80,279
575,1217,21,54,279
575,1218,3,130,279
575,1219,39,15,279
576,1220,27,65,65
577,1221,33,20,95
577,1222,22,75,95
578,1223,16,120,145
578,1224,31,25,145
579,1225,21,54,274
579,1226,32,115,274
579,1227,10,40,274
579,1228,27,65,274
580,1229,17,3,258
580,1230,1,225,258
580,1231,36,30,258
581,1232,31,25,68
581,1233,18,3,68
581,1234,39,15,68
581,1235,38,25,68
582,1236,27,65,65
583,1237,14,450,565
583,1238,22,75,565
583,1239,10,40,565
584,1240,35,20,88
584,1241,10,40,88
584,1242,18,3,88
584,1243,38,25,88
585,1244,1,225,340
585,1245,32,115,340
586,1246,15,80,80
587,1247,6,5,5
588,1248,23,85,85
589,1249,36,30,255
589,1250,1,225,255
590,1251,40,24,99
590,1252,22,75,99
591,1253,10,40,40
592,1254,5,50,140
592,1255,11,70,140
592,1256,34,20,140
593,1257,20,17,471
593,1258,13,4,471
593,1259,14,450,471
594,1260,39,15,243
594,1261,1,225,243
594,1262,17,3,243
595,1263,36,30,105
595,1264,22,75,105
596,1265,15,80,80
597,1266,14,450,740
597,1267,27,65,740
597,1268,1,225,740
598,1269,17,3,3
599,1270,20,17,57
599,1271,10,40,57
600,1272,37,30,365
600,1273,16,120,365
600,1274,23,85,365
600,1275,3,130,365
601,1276,19,3,3
602,1277,26,150,150
603,1278,33,20,125
603,1279,36,30,125
603,1280,22,75,125
604,1281,32,115,115
605,1282,2,250,250
606,1283,14,450,770
606,1284,1,225,770
606,1285,7,95,770
607,1286,27,65,65
608,1287,32,115,565
608,1288,14,450,565
609,1289,26,150,150
610,1290,40,24,41
610,1291,20,17,41
611,1292,10,40,152
611,1293,20,17,152
611,1294,36,30,152
611,1295,27,65,152
612,1296,18,3,8
612,1297,6,5,8
613,1298,1,225,259
613,1299,13,4,259
613,1300,29,30,259
614,1301,13,4,4
615,1302,16,120,673
615,1303,40,24,673
615,1304,14,450,673
615,1305,25,79,673
616,1306,3,130,329
616,1307,3,130,329
616,1308,39,15,329
616,1309,21,54,329
617,1310,32,115,115
618,1311,10,40,40
619,1312,12,4,4
620,1313,28,75,285
620,1314,20,17,285
620,1315,32,115,285
620,1316,40,24,285
620,1317,21,54,285
621,1318,27,65,65
622,1319,27,65,68
622,1320,18,3,68
623,1321,31,25,25
624,1322,23,85,110
624,1323,38,25,110
625,1324,21,54,54
626,1325,31,25,195
626,1326,31,25,195
626,1327,16,120,195
626,1328,31,25,195
627,1329,40,24,24
628,1330,8,25,42
628,1331,20,17,42
629,1332,6,5,125
629,1333,16,120,125
630,1334,20,17,17
631,1335,17,3,33
631,1336,36,30,33
632,1337,14,450,450
633,1338,24,99,99
634,1339,22,75,190
634,1340,32,115,190
635,1341,1,225,425
635,1342,32,115,425
635,1343,23,85,425
636,1344,10,40,305
636,1345,37,30,305
636,1346,16,120,305
636,1347,32,115,305
637,1348,3,130,155
637,1349,8,25,155
638,1350,36,30,181
638,1351,3,130,181
638,1352,39,15,181
638,1353,30,6,181
639,1354,39,15,15
640,1355,39,15,15
641,1356,18,3,3
642,1357,6,5,5
643,1358,2,250,342
